,definition,downvotes,mnemonics,upvotes,word
3785,"['(adj) acutely insightful and wise', '(adj) skillful in statecraft or management']","['14', '4', '3', '20', '2', '0', '0', '0', '12', '0', '0']","['sagacious look like suggest us.....and we always ASK WISE PEOPLE  to suggest us, whenever we are in trouble.', 'sage-a-cious\r\na sage is wise and learned', 'saga+cious—SAGA means legend, so anything that is old/legend will have expierence and will be SKILLFULL IN  MANAGEMENT AND JUDGEMENT', 'SAGACIOUS or INTELLIGENCE which sound somewhat similar refer to someone who is wise, perceptive.', ""Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    sagacious means acutely wise,sharp,insightful,skillful.It has word 'saga'which means a narrative story(mytholpgical).In Mahabharat epic, u obeserved how Srikrishna delivered wise lectures,sharp suggestions,skilful arts to Arjuna."", 'saag(palak ka saag) khao sagacious ho jao.', ""A SAGE is a wise man: The SAGE is GAY: Let's all PRAY the GAY out of the SAGE."", 'Wise people narrates a SAGA of their experiences. Hence - SAGAcious', 'Sagacious person knows SAAG sad gaya hai', 'sagacious -sagai (engagement) is done to the schrewd or clever man', 'The man who brought saga from the saga & sagi is a skillful person.']","['56', '36', '4', '2', '1', '1', '1', '1', '0', '0', '0']",sagacious
3786,"['(noun) a mentor in spiritual and philosophical topics who is renowned for profound wisdom', '                (noun) aromatic fresh or dried grey-green leaves used widely as seasoning for meats and fowl and game etc', '                (noun) any of various plants of the genus Salvia; a cosmopolitan herb', '(adj) having wisdom that comes with age and experience', '                (adj) of the grey-green color of sage leaves']","['3', '2', '1', '2', '0', '0']","['If one knows meaning of saga,dat is any legend,\r\none can easily remember sage.a saga will b a wise person,sensible.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    who has ""usage"" ? of course sage person. you can use his/her experiences.hence sage has usage', 'S + AGE... a wise aged man(your grandpa)..', 'finally i got it...sound like---saag(paalak)its green in colour', 'meat jisse sage(decorate ho),,vo wali leaves.. i.e. leaves used for seasoning!!', ""'s' age'd' leaves""]","['14', '10', '4', '4', '1', '0']",sage
3787,"['(adj) characterized by lust', '(adj) suggestive of or tending to moral looseness']","['9', '4', '2', '11', '6']","['salacious involves SALA(abusive word for a characterless jeja) who is salacious for his SALI.', 'salacious involeves ""SALAIVA"" pronounciation who secrete saliva looking at you is lustful man....', 'Remember song ""Mein karoo toh SALA character dheela hai"", it has word SALA and character dheela.. relate it..', 'SALACIOUS or LECHEROUS or LASCIVIOUS which are rhyming words  refer to someone who is lustful, has excessive sexual desire, is erotic.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                     mera SALA has salacious desires for saali']","['67', '50', '7', '5', '1']",salacious
3788,"['(noun) (military) the part of the line of battle that projects closest to the enemy', '                (adj) having a quality that thrusts itself into attention', '(adj) (of angles) pointing outward at an angle of less than 180 degrees', '                (adj) represented as leaping (rampant but leaning forward)']","['5', '7', '3', '0', '1', '0', '0']","['SAL(year)IENT(ant or end)...  in B.Tech good grades at the END of final YEAR are VERY IMPORTANT', 'SALIENT and PROMINENT are rhyming words with the same meaning. Both words are used to describe the most noticeable (important) factors in a description of something.', 'sounds like SILENT......instead of chattering, being silent is always noticeable', 'It evokes the word ""sail"" and sails are the most salient feature of any boat', 'Saline is very important in case of diarrhea.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    that is not silent..', 'salient pole machine means prominent machine']","['4', '2', '2', '1', '0', '0', '0']",salient
3789,"['(noun) an isotonic solution of sodium chloride and distilled water', '(adj) containing salt']","['1', '2', '1']","['at hospital when the famous saline is given, it is actually for compensating for minerals(salts)', 'saline is something like solime in which lime means salty', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    SALINE (salty) and BRINE (salt water or sea water) have the same sound and meaning i.e something salty.']","['8', '2', '1']",saline
3790,"['(noun) any of several Old World shrubby broad-leaved willows having large catkins; some are important sources for tanbark and charcoal', '                (verb) cause to become sallow', '(adj) unhealthy looking']","['5', '1', '0', '2', '1', '0', '0', '0']","['Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    Sounds like yellow, and after replacing sa with ye, sallow becomes yellow..', 'Sallow=sickly+yellow.', 'SALLOW rhymes with YELLOW....and in juandice we become UNHEALTHY and our face becomes yellow or pale..', 'SALLOW = SAL+LOW someone whose salary is lowered becomes sallow', 'SALLOW and WILLOW are rhyming words, both of which refer to something yellow. Sallow is a yellowish jaundiced look just as the Willow tree which has yellow coloured leaves.', 'are SALLOW,mujhe jaundice kya hogaya,thoda DULL/PALE kya hogaya ,tum log mujhe pehchante hi nahi !!!', 'sounds like callow means immature.....', 'sounds like swallow which looks pale yellow in color..']","['60', '14', '6', '5', '2', '2', '1', '0']",sallow
3791,"['(adj) promoting health; healthful', '(adj) favorable to health of mind or body']","['17', '13', '0', '5', '5', '1', '0', '3', '4', '2', '2']","['(related to bollywood)remember salman khan........all health and all.......', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    SALUBRIOUS and NUTRITIOUS are rhyming words which describe something that is healthy or health-giving.', 'SALory+U+BRIng+US\r\nthen happy&healthful', 'SALLU and BRIOUS(brothers)....sallu and his brothers are healthy....', 'SALUbrious\r\nYou would SALUte someone you admire; a role model who has good health.', 'Salubrious sound like salud, so: Los médicos en el televisor dicen que salud es buen por nos.  The doctors on the TV said that health is good for us.', 'SAL+U+BRIng+US', 'Two things: Think ""salad"" or ""salivate""', 'spanish uses ""SALUD"" for health, therefore something ""saludibrious"" (corrupt the spelling) is healthy.', 'salubrious.....made from the word cellulose which is the basic element of human body cells so it means healthy .....', 'SALad and gym cLUB are for the seRIOUS health nuts.']","['149', '16', '5', '4', '2', '2', '2', '1', '1', '1', '0']",salubrious
3792,['(adj) tending to promote physical well-being; beneficial to health'],"['11', '4', '3', '1', '4', '2', '1', '2', '0', '0', '3']","['relate to SALUTE..so you salute  a person who even after  many failures never gives up and always has THAT TENDENCY TO IMPROVE.', 'SALUTARY and SANITARY having a similar sound and meaning, refer to something that is used for the complete health or well-being of the people.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    statuary warnings on cigarretes is for ur health.', ""SALUTEary...salutary means benificial.....when people salute me, it's BENEFICIAL for me because I feel extremely proud of myself....."", 'salutary and salubrious are synonyms and they sound similar too.', 'Salutary-->(Saali loot Rahi) can be used for Phoolan Devi who stood up against vicious landlords for the BENEFIT of poor people. So, something beneficial is Salutary', 'remember salutary has slightly a different or a second meaning from that of salute. Just think of when do u salute a person? When he does some benefecial or improve the wellbeing of others or improve the health conditions', 'if you salute your seniors you will allways stay healthy ie its beneficial for ur health', 'when a woman is depressed she will cheer herself by going to a SALE or TERRY at a SALE', 'salutary=(sal+utary ~ ut~uthna.. my salary(sal)is going up this means my performance is IMPROVING and getting GOOD,ofcourse this will be BENEFICIAL to me and my company. benificial,tending to improve.', 'we salute your remedial improvements']","['42', '16', '5', '5', '2', '2', '2', '1', '1', '1', '0']",salutary
3793,"['(noun) property or goods saved from damage or destruction', '                (noun) the act of saving goods or property that were in danger of damage or destruction', '                (noun) the act of rescuing a ship or its crew or its cargo from a shipwreck or a fire', '                (verb) save from ruin, destruction, or harm', '(verb) collect discarded or refused material']","['2', '2', '0', '1', '1', '0', '0', '0', '1', '0']","['SAlVAGE -- SAVAGE -- savage is to destroy and salvage is completely opposite to that.', 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    this involves SAL = SALARY which evrybody saves or manage to save...so remember salvage salary save....', 'SALVAGE is to save from DAMAGE. To recover something from destrution.', 'har SAAL apni WAGE bachane ko kehte hain SAALWAGE or SALVAGE', 'SALVAGE -> SAVE from Loss', 'salvage from salary and wage this salary...', 'eating veg and saving shyal (nep.)\r\nshyal = wolf (eng)', 'salvage:sal+vage~vague.escaped from my company to another as this company is giving vague salary becauses of its losses. i dont want to be in dangr after working for long hours so escaped from there. escaping from danger,save.', 'to savage is to destroy salvage is complete opposite.. also salvage and save sound bit similar', '']","['32', '12', '9', '2', '1', '1', '1', '1', '0', '0']",salvage
3794,['(adj) excessively or hypocritically pious'],"['8', '0', '4', '3', '0', '0']","['saints and munis are sanctimonious... DHONGI SAADHU', ""saint+money...acting like a saint for money..they're false, displaying false piety"", 'Powered by\n                    Mnemonic Dictionary\n                    \n\n\n                    A foreigner wants to be labelled as a muni .. ""I am a Sancti Muni, Baby"" .. How will he do so, by displaying ostentatious devoutness .. Else nobody will fall in the trap.', 'SANCTIMONIOUS or RIGHTEOUS or OSTENTATIOUS - someone who makes a show of righteousness, is hypocritical.', 'Sacred pandit singing MUNNI BADNAAM HUI at the same time hypocratizing not to drink and smoke', 'sanctimonious: sancti~santi+moni~money= the one who says peaceful words as many donga/chor swamis/saints for money are not really true, they just display themselves as pious. the one who preaches some santi words for money.ka paul']","['68', '10', '7', '2', '2', '1']",sanctimonious
